,bmi,primary_eating,secondary_eating,exercise,fast_food,food_amount,stores,maj_ind,cat_occ,income_lvl,income_weekly
5198,37.099998,115.0,0.0,1.0,1.0,3.0,2.0,10,2,0,160.0
5205,23.799999,50.0,0.0,1.0,1.0,3.0,1.0,5,3,1,846.15
5225,23.799999,75.0,10.0,2.0,2.0,3.0,1.0,10,1,1,2215.38
5228,22.4,60.0,2.0,2.0,1.0,3.0,2.0,10,1,1,1076.92
5243,21.9,140.0,0.0,1.0,1.0,3.0,1.0,8,1,1,1000.0
5253,33.700001,75.0,5.0,1.0,2.0,3.0,1.0,4,6,0,423.07
5257,49.400002,60.0,0.0,1.0,1.0,3.0,1.0,10,1,1,942.3
5263,38.799999,210.0,15.0,2.0,1.0,3.0,1.0,5,3,1,940.536575074
5266,33.299999,15.0,0.0,1.0,2.0,3.0,1.0,10,2,0,438.0
5267,27.5902193611,10.0,20.0,2.0,2.0,3.0,1.0,13,1,1,700.0
5269,27.1,150.0,0.0,2.0,1.0,3.0,2.0,7,3,1,1346.15
5270,22.700001,15.0,25.0,2.0,2.0,3.0,1.0,7,1,1,961.53
5284,28.700001,0.0,10.0,2.0,1.0,3.0,5.0,11,3,1,940.536575074
5285,33.0,60.0,0.0,2.0,1.0,3.0,1.0,9,3,1,1403.84
5299,32.099998,70.0,40.0,2.0,1.0,3.0,1.0,10,1,1,1269.23
5304,23.0,65.0,8.0,1.0,2.0,3.0,2.0,9,3,1,461.53
5308,33.0,45.0,15.0,1.0,2.0,2.0,2.0,9,1,1,560.0
5315,32.099998,30.0,10.0,2.0,2.0,3.0,1.0,4,6,1,784.0
5339,27.5902193611,60.0,1.0,2.0,1.0,3.0,1.0,10,1,1,1596.15
5342,27.9,25.0,0.0,2.0,1.0,3.0,1.0,8,1,1,1000.0
5363,25.1,0.0,15.0,2.0,1.0,3.0,1.0,9,1,1,1602.04
5371,36.599998,60.0,10.0,1.0,1.0,3.0,1.0,7,3,0,423.07
5376,25.799999,45.0,30.0,2.0,2.0,1.0,1.0,4,6,0,550.0
5377,21.4,50.0,0.0,2.0,2.0,3.0,1.0,11,1,1,940.536575074
5380,20.1,20.0,0.0,1.0,2.0,1.0,2.0,5,3,1,337.5
5389,28.0,0.0,175.0,2.0,1.0,3.0,1.0,5,3,1,940.536575074
5399,23.9,80.0,15.0,2.0,2.0,3.0,1.0,10,1,1,940.536575074
5403,25.799999,30.0,10.0,2.0,2.0,3.0,1.0,4,5,1,975.0
5426,25.799999,110.0,15.0,1.0,1.0,3.0,3.0,8,3,1,322.0
5429,22.700001,75.0,0.0,1.0,2.0,3.0,1.0,10,1,1,942.0
5430,21.5,90.0,0.0,2.0,2.0,3.0,1.0,2,1,1,2500.0
5435,27.5902193611,20.0,30.0,2.0,2.0,3.0,1.0,9,1,0,540.0
5436,27.5902193611,25.0,25.0,2.0,2.0,3.0,5.0,13,2,1,1057.69
5438,21.700001,75.0,5.0,2.0,2.0,3.0,1.0,5,1,1,940.536575074
5453,24.0,40.0,0.0,2.0,2.0,3.0,1.0,11,1,1,940.536575074
5455,31.6,30.0,55.0,1.0,2.0,3.0,1.0,12,5,1,994.8
5461,27.5,30.0,0.0,2.0,2.0,3.0,3.0,10,1,1,1384.61
5473,30.299999,30.0,0.0,1.0,2.0,3.0,2.0,13,2,0,59.5
5486,26.700001,70.0,5.0,2.0,1.0,3.0,1.0,8,1,1,882.69
5491,19.799999,10.0,20.0,2.0,1.0,3.0,1.0,9,1,1,1076.92
5501,25.700001,0.0,40.0,1.0,1.0,2.0,1.0,5,6,0,246.56
5506,20.5,70.0,0.0,1.0,1.0,3.0,2.0,6,3,1,1000.0
5508,27.5902193611,45.0,15.0,2.0,1.0,3.0,1.0,10,1,1,1153.84
5517,20.9,90.0,0.0,2.0,2.0,3.0,1.0,4,1,1,673.07
5522,25.799999,65.0,0.0,2.0,2.0,3.0,1.0,10,1,1,1634.61
5525,20.200001,15.0,30.0,1.0,1.0,3.0,1.0,12,2,1,940.536575074
5550,21.9,50.0,10.0,2.0,2.0,2.0,2.0,10,1,1,1200.0
5558,31.5,35.0,15.0,2.0,1.0,3.0,1.0,10,3,1,576.92
5564,27.299999,0.0,0.0,1.0,2.0,3.0,1.0,12,2,1,1348.2
5565,58.400002,40.0,5.0,2.0,1.0,3.0,5.0,5,1,1,692.3
5571,25.1,0.0,0.0,2.0,2.0,3.0,1.0,11,2,0,320.0
5575,22.5,175.0,30.0,1.0,1.0,3.0,1.0,3,5,1,1017.5
5581,26.6,20.0,10.0,2.0,2.0,3.0,2.0,13,1,1,1653.84
5586,27.9,120.0,0.0,2.0,1.0,2.0,2.0,10,2,0,310.0
5598,38.0,75.0,0.0,1.0,1.0,3.0,2.0,10,1,1,500.0
5599,37.099998,30.0,5.0,2.0,1.0,3.0,1.0,9,1,1,2884.61
5604,27.5902193611,10.0,80.0,1.0,1.0,2.0,2.0,11,2,1,200.0
5610,23.4,75.0,0.0,2.0,2.0,3.0,1.0,13,3,1,576.92
5621,19.6,35.0,0.0,1.0,2.0,3.0,1.0,9,1,1,1673.07
5643,25.700001,105.0,0.0,2.0,1.0,3.0,1.0,3,5,1,940.536575074
5644,23.700001,210.0,0.0,2.0,2.0,3.0,1.0,10,1,1,1576.0
5650,23.299999,40.0,5.0,2.0,2.0,3.0,1.0,7,1,1,2055.15
5652,22.5,55.0,0.0,1.0,2.0,3.0,2.0,4,6,1,1004.4
5659,26.200001,45.0,0.0,2.0,1.0,3.0,1.0,9,3,1,1400.0
5662,22.0,0.0,15.0,2.0,1.0,3.0,1.0,8,1,1,940.536575074
5670,35.299999,120.0,10.0,2.0,1.0,3.0,1.0,8,1,1,1750.0
5680,27.9,170.0,0.0,1.0,2.0,3.0,1.0,12,2,0,150.0
5711,32.700001,70.0,0.0,2.0,1.0,2.0,2.0,5,3,1,1153.84
5718,22.299999,0.0,175.0,1.0,1.0,3.0,1.0,4,6,0,461.53
5722,18.1,63.0,20.0,2.0,1.0,3.0,1.0,6,1,1,1800.0
5739,27.200001,30.0,0.0,1.0,1.0,3.0,1.0,6,6,1,923.0
5743,24.200001,90.0,0.0,2.0,1.0,3.0,1.0,9,1,1,940.536575074
5745,30.700001,0.0,10.0,2.0,1.0,3.0,1.0,4,6,1,961.53
5753,21.4,90.0,0.0,1.0,1.0,3.0,1.0,5,3,0,297.5
5758,22.4,45.0,0.0,1.0,1.0,3.0,1.0,10,1,1,964.63
5759,24.0,20.0,10.0,1.0,2.0,0.0,1.0,10,2,0,270.0
5766,29.5,60.0,2.0,2.0,1.0,3.0,1.0,9,1,1,940.536575074
5769,22.0,90.0,0.0,2.0,1.0,3.0,2.0,5,3,1,750.0
5772,27.5902193611,0.0,0.0,2.0,2.0,3.0,2.0,13,2,1,600.0
5782,21.299999,90.0,180.0,2.0,1.0,3.0,5.0,6,5,1,2884.61
5784,21.0,20.0,0.0,2.0,2.0,3.0,1.0,6,1,0,464.0
5816,28.9,90.0,0.0,1.0,2.0,3.0,1.0,8,1,1,1292.3
5820,28.200001,75.0,10.0,2.0,1.0,3.0,1.0,13,2,1,807.69
5824,27.4,10.0,0.0,2.0,2.0,3.0,2.0,4,6,0,350.0
5825,38.700001,0.0,75.0,1.0,1.0,3.0,1.0,4,6,1,1057.69
5834,36.400002,30.0,25.0,2.0,1.0,3.0,1.0,11,1,1,1076.92
5835,19.6,70.0,0.0,2.0,1.0,3.0,1.0,10,1,1,1423.07
5850,25.1,120.0,0.0,2.0,2.0,3.0,1.0,5,1,1,692.3
5865,24.700001,15.0,5.0,2.0,1.0,3.0,1.0,8,3,1,2884.61
5867,29.299999,60.0,45.0,1.0,1.0,3.0,1.0,4,5,1,1080.0
5873,33.799999,45.0,30.0,1.0,1.0,3.0,1.0,10,2,1,1788.46
5879,30.1,72.0,12.0,1.0,2.0,3.0,1.0,8,3,1,418.5
5892,27.5902193611,60.0,0.0,2.0,2.0,3.0,1.0,10,3,1,230.76
5905,28.1,0.0,30.0,2.0,1.0,3.0,1.0,10,1,1,1250.0
5915,20.1,70.0,0.0,2.0,1.0,3.0,1.0,8,3,1,850.0
5919,18.1,110.0,20.0,1.0,1.0,2.0,1.0,1,1,0,940.536575074
5933,23.700001,40.0,120.0,2.0,2.0,3.0,5.0,10,1,1,1307.69
5941,24.9,50.0,20.0,2.0,2.0,3.0,5.0,9,1,1,940.536575074
5955,25.5,30.0,20.0,2.0,1.0,3.0,1.0,3,1,1,1538.46
5962,27.5902193611,100.0,10.0,2.0,2.0,3.0,1.0,7,1,1,2884.61
5968,25.0,30.0,0.0,2.0,1.0,3.0,1.0,10,1,1,1000.0
5976,17.5,190.0,0.0,2.0,2.0,3.0,1.0,5,3,1,940.536575074
5988,28.6,30.0,75.0,2.0,2.0,3.0,1.0,13,3,1,2053.84
5991,42.099998,50.0,3.0,1.0,1.0,3.0,1.0,13,3,1,730.76
5992,34.299999,35.0,0.0,1.0,1.0,3.0,1.0,5,1,1,1346.15
5996,26.799999,60.0,165.0,1.0,1.0,3.0,1.0,9,1,0,940.536575074
6005,31.6,25.0,60.0,2.0,1.0,3.0,1.0,10,1,1,480.0
6015,30.200001,45.0,25.0,1.0,1.0,3.0,1.0,9,3,1,480.0
6023,23.1,130.0,0.0,2.0,1.0,3.0,5.0,9,1,1,2884.61
6025,26.4,45.0,20.0,1.0,1.0,3.0,1.0,4,6,1,1050.0
6027,28.1,30.0,0.0,1.0,1.0,3.0,1.0,10,1,1,2000.0
6029,21.0,195.0,0.0,2.0,2.0,3.0,1.0,8,3,0,446.0
6031,21.799999,105.0,0.0,2.0,1.0,3.0,1.0,11,1,1,1730.76
6032,25.9,40.0,0.0,2.0,2.0,3.0,5.0,10,1,1,600.0
6035,30.799999,60.0,10.0,2.0,1.0,3.0,1.0,9,1,1,1153.84
6045,47.400002,25.0,20.0,1.0,1.0,1.0,2.0,10,2,0,550.0
6046,30.4,45.0,0.0,2.0,1.0,3.0,1.0,4,5,1,880.0
6058,27.9,20.0,0.0,2.0,1.0,3.0,2.0,4,6,1,576.92
6071,24.5,50.0,10.0,1.0,1.0,3.0,2.0,8,1,0,250.0
6079,19.299999,120.0,0.0,2.0,1.0,3.0,1.0,8,1,1,1780.0
6086,30.9,110.0,2.0,2.0,2.0,3.0,1.0,12,1,1,490.0
6087,23.4,85.0,0.0,1.0,2.0,3.0,1.0,3,5,0,600.0
6094,36.900002,50.0,0.0,2.0,2.0,3.0,1.0,3,5,1,798.0
6110,31.200001,80.0,0.0,2.0,2.0,2.0,1.0,8,3,0,940.536575074
6122,28.1,55.0,375.0,2.0,1.0,3.0,1.0,10,1,1,1250.0
6123,28.200001,0.0,25.0,2.0,1.0,3.0,1.0,4,6,0,1040.0
6125,26.4,150.0,0.0,2.0,1.0,3.0,1.0,9,1,1,1730.76
6132,26.5,30.0,15.0,2.0,1.0,3.0,2.0,10,1,1,1096.15
6138,25.1,60.0,0.0,2.0,2.0,3.0,1.0,5,3,1,182.0
6151,35.200001,45.0,0.0,2.0,2.0,3.0,1.0,10,3,0,402.5
6160,21.4,105.0,0.0,1.0,1.0,3.0,1.0,8,1,1,1096.15
6162,27.799999,90.0,10.0,2.0,2.0,3.0,1.0,10,1,1,1363.63
6163,33.099998,57.0,0.0,1.0,1.0,3.0,1.0,6,3,1,1068.59
6168,37.799999,60.0,0.0,1.0,2.0,3.0,1.0,5,3,1,1269.23
6177,23.0,20.0,730.0,2.0,2.0,3.0,1.0,9,2,0,940.536575074
6189,28.799999,20.0,15.0,2.0,1.0,3.0,1.0,9,3,1,1270.0
6190,21.9,20.0,90.0,2.0,1.0,3.0,1.0,7,1,1,1500.0
6199,31.200001,135.0,10.0,2.0,2.0,3.0,2.0,8,3,1,903.84
6200,21.9,60.0,0.0,2.0,2.0,3.0,1.0,12,2,0,23.07
6214,39.700001,55.0,3.0,2.0,1.0,3.0,1.0,10,3,1,653.84
6215,27.5,120.0,0.0,2.0,1.0,3.0,2.0,10,2,1,375.0
6219,34.200001,135.0,0.0,1.0,1.0,0.0,1.0,9,6,1,1769.23
6222,21.799999,40.0,0.0,1.0,1.0,3.0,1.0,10,1,0,94.15
6233,30.1,0.0,20.0,2.0,1.0,3.0,1.0,6,5,1,1864.0
6260,27.5902193611,20.0,10.0,2.0,1.0,3.0,1.0,9,1,1,2615.0
6262,18.700001,150.0,0.0,0.0,1.0,3.0,2.0,10,1,0,600.0
6268,26.200001,20.0,65.0,2.0,1.0,3.0,2.0,4,1,1,900.0
6278,25.700001,20.0,17.0,2.0,2.0,3.0,2.0,9,1,0,940.536575074
6297,23.5,45.0,0.0,1.0,1.0,3.0,1.0,4,3,1,950.0
6329,23.4,50.0,0.0,2.0,2.0,3.0,1.0,8,1,1,1201.92
6345,27.5,60.0,30.0,2.0,2.0,2.0,1.0,10,1,1,680.0
6352,27.5902193611,75.0,0.0,1.0,2.0,3.0,1.0,9,3,1,640.0
6361,38.400002,60.0,0.0,1.0,1.0,3.0,1.0,5,3,1,500.0
6373,21.799999,60.0,0.0,2.0,1.0,3.0,1.0,10,1,1,480.76
6374,29.299999,0.0,15.0,2.0,1.0,2.0,2.0,11,3,0,288.0
6379,24.4,95.0,0.0,2.0,1.0,3.0,1.0,10,2,1,1826.92
6400,29.299999,90.0,0.0,2.0,1.0,3.0,1.0,10,2,1,225.0
6408,30.299999,70.0,0.0,2.0,2.0,3.0,1.0,10,1,1,2884.61
6413,17.4,120.0,85.0,2.0,1.0,3.0,1.0,10,1,0,415.38
6415,25.1,10.0,40.0,2.0,1.0,3.0,1.0,9,1,1,2884.61
6429,35.5,60.0,15.0,2.0,1.0,3.0,1.0,9,5,1,961.53
6431,23.700001,0.0,50.0,2.0,1.0,3.0,1.0,9,1,1,940.536575074
6436,34.299999,90.0,0.0,1.0,1.0,3.0,1.0,4,6,1,748.8
6441,36.299999,85.0,10.0,1.0,2.0,3.0,1.0,5,3,1,600.0
6454,28.6,90.0,20.0,2.0,2.0,3.0,1.0,10,2,1,590.0
6455,23.4,30.0,70.0,2.0,2.0,3.0,1.0,10,1,1,961.53
6456,26.299999,60.0,10.0,2.0,1.0,3.0,1.0,5,1,1,940.536575074
6458,25.799999,100.0,10.0,2.0,1.0,3.0,1.0,3,5,1,615.38
6460,27.5902193611,20.0,5.0,1.0,1.0,3.0,1.0,10,1,1,1400.0
6467,34.099998,75.0,10.0,2.0,2.0,3.0,1.0,1,1,1,940.536575074
6473,30.799999,0.0,45.0,1.0,1.0,3.0,1.0,9,1,1,940.536575074
6487,29.200001,65.0,5.0,2.0,1.0,3.0,2.0,10,3,1,264.0
6490,24.799999,75.0,0.0,2.0,1.0,3.0,1.0,6,6,0,923.07
6517,24.299999,30.0,10.0,2.0,2.0,3.0,5.0,6,6,1,940.536575074
6521,27.5,20.0,0.0,1.0,1.0,3.0,1.0,12,3,0,192.0
6526,30.4,98.0,0.0,1.0,1.0,3.0,1.0,10,1,1,250.0
6534,23.9,466.0,0.0,2.0,1.0,3.0,1.0,5,2,1,513.0
6554,20.4,105.0,0.0,2.0,1.0,3.0,2.0,10,1,1,615.38
6556,27.700001,120.0,0.0,2.0,2.0,3.0,2.0,5,2,0,383.8
6557,38.700001,15.0,0.0,1.0,1.0,3.0,1.0,10,2,0,360.0
6562,40.299999,60.0,480.0,2.0,2.0,3.0,2.0,11,2,0,600.0
6572,23.700001,60.0,0.0,2.0,1.0,3.0,1.0,13,1,1,86.53
6574,25.5,50.0,5.0,1.0,1.0,3.0,1.0,8,1,1,1822.48
6576,23.6,105.0,0.0,2.0,2.0,3.0,1.0,10,1,1,961.53
6579,32.799999,30.0,0.0,1.0,1.0,3.0,1.0,4,3,0,541.6
6589,24.0,150.0,105.0,2.0,1.0,3.0,1.0,9,3,1,1038.0
6596,28.299999,60.0,0.0,2.0,2.0,3.0,1.0,12,2,0,940.536575074
6610,27.4,45.0,35.0,2.0,2.0,3.0,1.0,12,5,1,961.0
6615,28.200001,105.0,0.0,2.0,1.0,3.0,1.0,10,6,1,1144.0
6623,26.9,35.0,0.0,2.0,1.0,3.0,1.0,6,3,1,846.15
6629,20.799999,120.0,0.0,2.0,2.0,3.0,1.0,10,1,1,1350.0
6641,26.5,30.0,0.0,2.0,2.0,3.0,2.0,3,5,0,384.61
6649,22.5,30.0,5.0,2.0,1.0,3.0,2.0,10,2,0,375.0
6678,28.299999,135.0,10.0,2.0,1.0,3.0,1.0,9,1,1,940.536575074
6680,23.700001,60.0,0.0,1.0,1.0,3.0,1.0,4,5,1,724.4
6682,26.799999,5.0,0.0,1.0,1.0,3.0,1.0,13,1,1,673.07
6684,26.4,25.0,15.0,2.0,2.0,3.0,1.0,9,1,0,940.536575074
6688,23.700001,120.0,0.0,2.0,1.0,3.0,1.0,12,1,1,961.53
6689,26.9,10.0,10.0,1.0,1.0,3.0,1.0,12,2,0,160.0
6692,31.0,60.0,307.0,2.0,1.0,3.0,1.0,4,3,1,961.0
6699,30.4,150.0,0.0,2.0,2.0,3.0,1.0,10,1,1,800.0
6718,20.4,35.0,240.0,1.0,1.0,1.0,1.0,11,2,1,408.5
6721,29.299999,90.0,0.0,1.0,1.0,3.0,1.0,4,6,1,775.0
6727,28.299999,15.0,15.0,2.0,1.0,3.0,2.0,9,1,1,800.0
6729,25.799999,50.0,10.0,2.0,1.0,3.0,2.0,10,1,0,222.22
6734,18.299999,180.0,5.0,2.0,1.0,3.0,1.0,8,3,1,1442.3
6737,24.4,0.0,12.0,2.0,2.0,3.0,1.0,10,1,1,865.38
6756,27.299999,90.0,0.0,2.0,1.0,3.0,2.0,10,1,1,1384.61
6758,26.5,30.0,0.0,2.0,2.0,3.0,1.0,9,1,1,865.38
6760,24.700001,40.0,10.0,2.0,2.0,3.0,2.0,11,2,1,650.0
6767,25.700001,20.0,0.0,2.0,1.0,3.0,1.0,8,1,1,720.0
6794,18.5,0.0,130.0,1.0,2.0,3.0,1.0,10,2,0,383.4
6800,25.1,45.0,15.0,2.0,2.0,3.0,1.0,10,1,1,1346.15
6801,22.6,20.0,0.0,1.0,1.0,3.0,1.0,7,5,1,680.0
6805,28.700001,105.0,0.0,2.0,1.0,3.0,1.0,6,3,1,800.0
6807,25.1,25.0,0.0,2.0,1.0,3.0,2.0,11,1,1,2884.61
6808,21.1,10.0,0.0,2.0,2.0,3.0,2.0,12,5,0,723.2
6811,34.400002,50.0,0.0,1.0,2.0,3.0,1.0,4,6,0,820.0
6813,23.0,15.0,298.0,2.0,1.0,3.0,1.0,10,1,1,600.0
6858,23.0,180.0,15.0,2.0,2.0,3.0,5.0,10,1,1,1346.15
6866,24.0,105.0,0.0,2.0,2.0,3.0,2.0,10,2,0,150.0
6870,25.6,90.0,5.0,2.0,1.0,3.0,1.0,10,1,1,1211.53
6902,20.5,85.0,25.0,2.0,1.0,3.0,1.0,10,1,1,393.28
6904,27.9,70.0,0.0,2.0,1.0,3.0,1.0,5,3,1,560.0
6915,17.700001,103.0,30.0,2.0,1.0,3.0,2.0,9,1,1,711.53
6927,24.4,180.0,0.0,2.0,2.0,3.0,1.0,1,1,0,940.536575074
6968,22.4,15.0,1.0,2.0,1.0,3.0,1.0,3,5,1,600.0
6971,19.9,225.0,55.0,2.0,1.0,3.0,1.0,10,1,1,2193.52
6975,26.200001,40.0,0.0,1.0,2.0,3.0,1.0,11,2,0,666.0
6979,26.6,60.0,30.0,2.0,2.0,3.0,2.0,5,3,1,800.0
6988,29.299999,30.0,0.0,1.0,2.0,3.0,1.0,10,1,1,580.0
6992,31.5,60.0,0.0,1.0,1.0,3.0,1.0,1,1,0,940.536575074
6993,29.5,55.0,0.0,1.0,2.0,3.0,2.0,10,2,0,535.6
6999,25.6,138.0,5.0,2.0,1.0,3.0,2.0,9,1,0,940.536575074
7000,25.0,50.0,0.0,2.0,2.0,3.0,1.0,9,1,0,940.536575074
7013,30.700001,35.0,0.0,2.0,1.0,3.0,2.0,8,3,1,782.4
7014,21.799999,60.0,5.0,2.0,1.0,3.0,2.0,10,1,1,961.53
7025,25.6,40.0,5.0,1.0,1.0,3.0,1.0,5,3,1,689.6
7029,23.6,35.0,1.0,2.0,2.0,3.0,1.0,10,1,1,1057.0
7041,25.799999,20.0,0.0,2.0,1.0,3.0,2.0,4,6,1,1346.15
7051,31.4,72.0,0.0,1.0,2.0,3.0,1.0,5,6,0,500.0
7057,22.1,85.0,0.0,2.0,1.0,3.0,1.0,4,5,1,701.92
7063,26.299999,80.0,0.0,2.0,1.0,3.0,1.0,5,3,1,1477.0
7065,31.299999,45.0,0.0,1.0,1.0,3.0,2.0,13,1,1,791.2
7097,27.200001,30.0,0.0,2.0,1.0,2.0,1.0,4,6,0,497.2
7125,54.900002,0.0,0.0,1.0,1.0,2.0,1.0,8,3,1,536.0
7135,36.599998,20.0,20.0,2.0,2.0,3.0,2.0,6,6,1,923.07
7139,31.9,60.0,0.0,2.0,2.0,3.0,2.0,6,3,1,797.2
7147,42.0,30.0,30.0,1.0,2.0,3.0,1.0,12,3,1,440.0
7148,25.799999,90.0,15.0,2.0,1.0,3.0,2.0,13,1,1,1598.5
7150,18.799999,75.0,10.0,2.0,1.0,3.0,1.0,9,1,1,1115.38
7166,25.0,130.0,0.0,2.0,2.0,3.0,1.0,13,1,1,1400.0
7179,31.5,25.0,5.0,1.0,1.0,3.0,5.0,12,1,1,263.68
7187,31.6,10.0,0.0,1.0,2.0,3.0,1.0,12,3,1,680.0
7191,26.299999,50.0,15.0,2.0,1.0,3.0,2.0,13,3,1,846.15
7194,24.4,90.0,0.0,2.0,1.0,3.0,1.0,10,1,1,1384.61
7213,29.299999,120.0,0.0,1.0,2.0,3.0,1.0,3,5,0,520.0
7222,23.799999,70.0,0.0,1.0,1.0,3.0,2.0,4,6,1,727.65
7224,20.299999,50.0,0.0,2.0,2.0,3.0,1.0,9,1,1,576.92
7230,58.400002,0.0,5.0,2.0,1.0,3.0,1.0,8,1,0,375.0
7231,22.4,65.0,0.0,2.0,1.0,3.0,1.0,10,1,1,1250.0
7244,31.200001,25.0,60.0,2.0,1.0,3.0,1.0,5,3,0,627.6
7246,22.1,15.0,0.0,2.0,2.0,3.0,2.0,6,6,1,760.0
7249,24.9,80.0,15.0,2.0,2.0,3.0,2.0,8,3,1,519.23
7257,41.5,45.0,1.0,1.0,1.0,3.0,1.0,9,1,0,940.536575074
7265,26.299999,65.0,30.0,2.0,2.0,3.0,2.0,10,1,1,1269.23
7268,28.200001,30.0,0.0,2.0,2.0,3.0,1.0,5,6,1,960.0
7270,19.9,0.0,45.0,1.0,2.0,3.0,1.0,9,1,1,1442.3
7281,21.0,45.0,0.0,2.0,2.0,3.0,1.0,10,1,1,2884.61
7292,36.400002,60.0,0.0,1.0,1.0,3.0,2.0,13,3,1,969.23
7296,29.299999,15.0,10.0,1.0,1.0,3.0,2.0,8,1,1,538.46
7298,22.799999,15.0,22.0,2.0,1.0,3.0,1.0,10,1,1,423.07
7300,23.5,180.0,0.0,2.0,1.0,3.0,1.0,8,3,1,2307.69
7316,30.0,40.0,6.0,1.0,1.0,3.0,2.0,10,1,1,830.76
7329,21.299999,35.0,0.0,2.0,2.0,3.0,1.0,10,1,1,961.53
7343,25.0,70.0,5.0,2.0,1.0,3.0,1.0,13,1,1,2500.0
7347,25.700001,0.0,15.0,2.0,2.0,3.0,2.0,6,1,1,1730.0
7354,34.299999,80.0,13.0,2.0,1.0,3.0,2.0,5,3,1,97.5
7361,29.5,160.0,0.0,2.0,1.0,3.0,1.0,10,1,1,711.53
7371,26.9,75.0,10.0,2.0,1.0,3.0,1.0,13,5,1,1160.0
7401,27.4,35.0,0.0,2.0,1.0,3.0,1.0,9,1,1,961.53
7420,26.0,60.0,20.0,1.0,2.0,3.0,1.0,10,1,1,1192.3
7435,30.5,70.0,0.0,1.0,2.0,3.0,1.0,9,3,0,350.0
7452,23.6,45.0,1.0,1.0,1.0,3.0,2.0,11,1,0,940.536575074
7455,19.4,105.0,0.0,2.0,2.0,3.0,1.0,8,1,1,940.536575074
7456,21.9,90.0,0.0,1.0,2.0,3.0,1.0,6,3,0,807.69
7457,23.4,30.0,60.0,1.0,1.0,3.0,1.0,10,2,1,525.0
7489,21.5,165.0,0.0,2.0,2.0,3.0,1.0,11,1,1,940.536575074
7500,27.5902193611,60.0,0.0,1.0,2.0,3.0,1.0,2,6,1,500.0
7515,24.299999,50.0,0.0,1.0,1.0,2.0,2.0,6,6,0,108.0
7517,24.9,103.0,25.0,2.0,1.0,3.0,1.0,4,5,1,1164.0
7529,27.5902193611,60.0,0.0,2.0,2.0,3.0,2.0,6,6,0,375.0
7533,24.0,110.0,0.0,1.0,1.0,3.0,1.0,10,1,0,645.0
7543,22.799999,70.0,22.0,2.0,2.0,3.0,2.0,9,2,0,80.0
7561,27.1,150.0,0.0,2.0,1.0,3.0,5.0,2,6,1,1713.8
7568,23.200001,60.0,0.0,2.0,2.0,3.0,1.0,3,3,1,799.0
7573,24.4,120.0,0.0,1.0,1.0,2.0,1.0,10,1,1,1600.0
7574,22.4,60.0,0.0,2.0,1.0,3.0,2.0,9,2,0,940.536575074
7576,23.9,30.0,3.0,2.0,1.0,3.0,1.0,10,3,1,544.23
7578,27.4,35.0,0.0,2.0,1.0,3.0,1.0,5,3,1,2307.69
7580,25.799999,60.0,40.0,1.0,1.0,3.0,2.0,7,1,1,846.15
7586,23.1,50.0,10.0,1.0,1.0,3.0,1.0,3,5,1,961.53
7587,22.700001,45.0,50.0,2.0,1.0,3.0,2.0,10,1,1,1551.2
7605,26.6,20.0,15.0,2.0,2.0,3.0,1.0,7,1,1,1000.0
7612,22.1,80.0,0.0,2.0,1.0,3.0,2.0,9,1,1,1061.53
7613,33.299999,40.0,0.0,1.0,1.0,3.0,1.0,10,1,1,125.0
7625,24.6,115.0,0.0,2.0,1.0,3.0,2.0,8,1,1,692.3
7636,22.5,45.0,10.0,1.0,1.0,3.0,1.0,11,1,1,600.0
7637,25.700001,120.0,17.0,2.0,2.0,3.0,1.0,9,5,1,1097.5
7640,44.799999,30.0,5.0,1.0,1.0,3.0,1.0,10,1,1,775.0
7642,36.599998,105.0,0.0,2.0,2.0,3.0,1.0,4,1,1,1423.07
7650,23.700001,25.0,0.0,2.0,1.0,3.0,2.0,9,3,1,1288.46
7666,28.299999,90.0,20.0,1.0,1.0,3.0,1.0,8,5,0,559.0
7672,25.1,30.0,20.0,2.0,2.0,3.0,1.0,9,1,1,2884.61
7676,27.5902193611,95.0,2.0,1.0,1.0,3.0,1.0,10,6,0,205.0
7686,30.700001,65.0,5.0,2.0,1.0,3.0,2.0,10,1,1,2115.38
7697,21.5,125.0,15.0,2.0,1.0,3.0,2.0,4,1,1,1115.38
7709,24.4,10.0,10.0,2.0,1.0,3.0,1.0,11,2,0,700.0
7721,22.200001,10.0,20.0,2.0,2.0,3.0,1.0,10,2,1,923.2
7722,25.700001,105.0,0.0,1.0,2.0,3.0,1.0,4,3,1,2307.69
7728,22.299999,55.0,0.0,2.0,1.0,3.0,1.0,12,1,1,576.92
7732,27.1,55.0,15.0,1.0,1.0,3.0,1.0,7,3,0,486.53
7737,26.6,20.0,20.0,1.0,1.0,3.0,2.0,3,5,0,940.536575074
7740,27.799999,120.0,0.0,1.0,1.0,3.0,1.0,5,1,1,1361.25
7741,21.5,37.0,0.0,2.0,2.0,3.0,1.0,5,3,0,400.0
7746,24.4,5.0,5.0,1.0,2.0,3.0,2.0,3,5,1,1100.0
7752,25.1,195.0,0.0,2.0,1.0,3.0,1.0,12,1,1,1730.76
7758,26.6,60.0,45.0,2.0,1.0,1.0,1.0,11,3,1,1346.15
7765,30.5,5.0,370.0,1.0,2.0,3.0,2.0,9,2,0,940.536575074
7770,27.799999,30.0,60.0,1.0,2.0,3.0,5.0,11,2,0,360.0
